temprature-zone1,temprature-zone2,humidity-zone1,humidity-zone2,light1-zone1,light2-zone1,water-zone1,feed-zone1
33.72,34.75,47.56,37.35,26.63,56.28,108.31,88.72
28.75,32.42,54.04,36.36,39.56,55.49,94.59,86.91
29.8,36.83,52.5,40.67,26.47,49.55,92.61,94.24
29.29,39.97,45.25,42.32,35.83,42.65,96.83,80.76
25.91,37.91,50.58,38.23,32.99,54.31,98.65,89.93
29.36,39.47,54.1,44.28,42.86,49.65,98.21,99.49
34.25,31.46,46.71,39.93,29.63,40.79,91.2,82.77
29.91,38.77,47.45,39.57,41.74,37.84,95.08,96.28
28.65,39.27,53.27,41.21,44.27,42.46,103.48,94.18
25.16,37.25,52.26,44.85,26.57,30.54,102.97,98.61
29.24,35.79,45.15,37.2,24.76,58.29,104.96,89.38
32.16,35.12,49.34,40.72,38.94,37.42,91.77,98.62
27.55,35.16,51.61,38.4,31.71,39.01,109.14,88.29
33.03,31.33,45.3,41.29,24.89,44.53,96.84,84.04
34.64,39.73,47.37,43.91,30.59,56.83,93.85,98.79
26.76,31.41,50.97,43.04,25.58,57.32,109.32,96.9
33.71,36.6,46.12,35.72,28.01,51.63,100.51,97.23
32.23,32.92,48.23,43.06,46.82,42.47,108.46,85.45
28.59,32.32,54.59,36.42,21.61,52.65,97.91,87.58
33.51,37.17,50.47,44.46,30.19,56.81,96.6,85.38
32.66,31.29,49.24,43.29,31.39,36.83,105.16,99.77
26.01,37.96,48.39,37.56,44.26,46.97,105.64,84.42
30.51,34.91,53.45,39.85,24.8,49.8,107.72,97.23
28.06,38.81,49.68,41.87,43.45,31.95,98.11,83.23
27.58,36.2,45.66,44.93,21.05,33.51,108.53,86.94
27.74,37.93,53.63,36.06,36.57,35.48,109.51,88.76
30.89,32.95,53.1,39.29,35.49,41.25,95.65,80.67
25.43,35.94,48.46,40.86,34.96,43.61,106.17,93.08
30.32,33.99,47.33,36.14,21.81,50.02,94.26,80.91
26.73,31.88,49.22,44.84,49.26,56.18,96.27,89.74
27.5,32.79,52.62,39.15,44.51,52.32,96.08,80.96
29.83,39.47,51.23,35.08,25.66,58.17,95.11,95.32
31.43,30.75,48.1,43.15,32.21,40.64,100.63,99.65
34.35,35.29,45.13,43.82,49.05,40.25,102.87,82.67
30.11,31.28,53.27,35.82,21.01,52.73,102.71,84.04
26.64,38.48,45.48,43.01,40.68,47.35,97.32,97.11
27.63,32.74,47.88,41.36,25.46,43.42,96.37,88.94
32.44,39.37,53.63,44.29,35.72,40.79,91.88,95.52
28.27,33.53,49.66,38.08,26.74,58.82,101.39,91.57
26.76,34.73,52.54,40.09,28.39,38.71,98.51,99.72
30.54,39.71,50.89,36.39,20.12,33.41,105.61,91.19
32.06,31.66,53.97,40.12,47.77,51.18,91.4,82.88
34.6,31.95,54.11,36.34,43.68,46.31,104.95,97.28
26.52,30.59,46.33,37.73,46.7,51.33,104.54,95.33
28.16,37.38,49.07,38.52,40.24,31.64,106.3,81.64
32.51,39.01,53.17,36.91,38.82,40.15,105.83,93.96
33.03,39.97,45.97,36.89,20.42,36.32,107.73,96.9
30.37,39.1,45.4,37.3,36.44,40.47,108.5,84.89
32.29,31.35,54.89,42.42,29.87,42.71,92.44,82.61
31.54,39.93,46.24,39.14,25.41,57.97,101.01,86.68
30.01,34.58,53.11,44.72,26.58,51.17,104.29,81.31
28.58,30.38,53.83,43.11,24.91,59.53,95.33,88.37
33.22,39.85,54.94,39.55,49.86,55.07,101.35,93.76
30.16,32.19,47.64,36.38,24.68,43.6,94.5,87.67
32.75,34.61,46.07,44.89,36.47,37.79,99.7,89.75
26.41,35.85,52.46,39.51,22.37,40.29,104.28,87.39
32.21,38.21,45.11,38.72,40.89,32.06,105.26,84.57
28.97,36.84,52.22,39.9,40.62,50.99,90.26,91.87
31.73,36.37,51.68,39.33,21.05,38.0,98.89,95.67
33.64,36.58,49.25,44.83,26.8,50.64,93.09,97.14
29.58,34.65,48.44,44.82,23.98,45.86,101.11,96.29
27.38,38.5,49.96,43.72,23.87,45.02,98.67,92.9
25.34,39.77,48.4,38.83,30.7,42.07,108.77,83.86
31.88,38.07,52.99,44.43,42.53,52.61,103.72,80.3
27.45,39.4,49.91,42.54,46.56,42.88,108.03,90.8
30.55,33.2,51.08,41.89,33.27,45.22,96.82,96.52
28.88,38.36,46.8,35.51,42.04,45.54,93.02,89.13
30.6,39.04,49.01,43.26,33.38,52.44,105.04,93.79
26.37,39.17,51.66,38.63,26.91,51.86,93.64,94.41
27.1,34.23,54.12,41.32,44.43,45.13,105.77,80.11
26.56,33.32,50.97,41.36,31.46,32.27,98.36,81.55
29.69,37.7,46.76,41.57,31.48,53.75,92.78,87.92
31.66,38.38,54.05,38.79,37.11,54.9,99.35,84.63
30.11,36.26,52.34,42.79,47.87,55.34,90.71,89.56
29.24,30.66,50.43,35.3,47.05,51.6,94.19,85.94
31.83,30.29,52.71,39.83,33.67,39.78,108.23,92.71
33.43,34.57,47.81,41.09,47.09,36.57,98.02,86.85
25.19,30.4,54.23,38.7,25.78,44.35,109.73,91.09
28.57,37.26,46.63,43.38,45.04,39.6,90.14,96.01
34.7,39.14,49.1,35.9,31.15,42.42,106.77,94.93
33.48,39.28,48.79,38.63,38.35,38.99,108.15,80.74
30.1,32.95,52.3,44.2,23.14,37.11,107.95,98.28
32.52,37.82,50.55,43.6,49.8,54.56,103.76,96.47
25.67,35.17,49.85,44.88,39.5,35.8,100.34,95.74
27.96,32.61,48.62,41.31,34.28,46.91,103.19,97.85
26.6,32.47,54.62,39.3,42.39,43.95,93.18,93.4
25.03,37.07,47.43,40.69,32.94,30.59,105.45,89.06
30.43,33.07,46.57,39.66,48.53,45.02,106.32,85.31
25.35,32.04,48.84,43.44,24.37,30.11,109.15,99.93
30.08,34.76,51.8,39.26,33.99,54.54,106.66,83.96
32.77,36.26,51.09,43.58,21.66,52.7,104.84,95.37
25.46,34.2,52.84,36.7,32.23,43.61,93.87,81.86
28.12,38.69,50.8,41.47,29.75,58.87,92.74,85.94
25.35,33.74,46.42,44.65,43.41,30.68,93.29,88.61
32.47,33.26,49.27,35.3,30.7,54.43,91.95,80.29
32.92,39.08,48.43,42.38,31.88,30.94,102.84,97.18
27.99,32.28,53.54,35.43,47.85,42.65,93.04,91.78
32.26,35.16,52.56,35.99,46.85,59.86,100.85,99.1
29.25,32.18,52.89,36.4,44.92,51.17,108.29,96.99
29.08,36.66,47.55,35.85,42.67,35.89,103.33,94.38
26.06,34.5,51.65,36.75,42.45,39.06,109.47,89.4
33.73,31.96,53.59,37.45,38.4,43.66,107.19,86.31
27.23,30.07,51.4,39.6,37.58,58.07,96.17,85.04
28.23,33.37,53.26,43.96,37.84,40.76,104.58,87.68
30.45,35.01,54.87,35.8,46.26,59.71,106.33,96.75
26.08,30.34,48.24,44.85,48.83,36.28,108.58,97.06
32.82,36.1,53.99,35.9,35.83,34.91,99.68,95.4
30.14,38.63,46.8,41.29,38.31,31.2,103.64,98.96
34.87,34.55,48.72,36.74,48.88,55.55,98.99,82.5
30.51,30.63,45.73,41.74,25.24,41.85,99.26,87.61
29.8,36.49,48.09,35.64,41.12,37.17,101.21,90.69
31.75,36.44,54.7,43.53,35.93,38.96,93.77,83.38
34.5,38.87,46.14,44.68,37.77,35.57,99.32,87.34
30.52,30.77,53.17,43.38,31.43,55.54,107.01,87.62
25.18,34.49,47.89,41.11,26.31,41.56,106.58,97.0
30.21,37.1,51.03,36.22,26.84,59.73,101.29,91.21
29.51,37.97,51.43,42.38,48.11,48.64,95.92,88.51
25.48,36.69,47.13,37.61,39.64,33.36,95.52,99.69
27.85,32.4,50.87,41.46,44.77,56.74,101.73,95.48
32.86,39.36,51.74,44.9,31.51,43.89,109.88,83.29
30.86,36.75,46.18,35.03,48.02,59.48,96.06,80.46
31.92,38.04,50.88,35.07,43.8,58.4,94.24,88.17
30.51,38.1,53.12,35.22,48.8,58.41,100.93,88.0
31.13,32.2,51.86,44.11,20.79,30.24,90.36,85.31
31.83,36.86,52.31,36.48,23.52,56.63,97.37,88.45
28.51,38.81,52.71,37.87,45.04,46.6,108.47,83.69
33.64,35.17,49.17,37.16,26.95,55.43,98.61,84.56
29.71,34.2,45.25,43.61,26.75,54.54,94.6,95.79
29.16,32.63,52.75,36.7,34.6,33.36,107.67,97.72
26.97,36.53,54.92,37.13,32.73,33.49,96.0,86.2
31.9,33.23,47.71,39.29,30.57,32.12,99.86,88.64
32.0,34.42,49.57,36.43,39.02,46.92,97.03,84.31
